Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
GAS,PV Gas,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,Healthy,0.75,GAS - PV Gas
GAS,PV Gas,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,Healthy,0.75,GAS - PV Gas
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2020,Healthy,0.75,GDT - Gỗ Đức Thành
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2021,Stable,0.5,GDT - Gỗ Đức Thành
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2022,Healthy,0.75,GDT - Gỗ Đức Thành
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2023,Stable,0.5,GDT - Gỗ Đức Thành
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,2024,At_Risk,0.25,GDT - Gỗ Đức Thành
GEE,Thiết bị điện GELEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2023,Stable,0.5,GEE - Thiết bị điện GELEX
GEE,Thiết bị điện GELEX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2024,Healthy,0.75,GEE - Thiết bị điện GELEX
GEG,Điện Gia Lai,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,At_Risk,0.25,GEG - Điện Gia Lai
GEG,Điện Gia Lai,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,High_Risk,0.0,GEG - Điện Gia Lai
GEG,Điện Gia Lai,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,High_Risk,0.0,GEG - Điện Gia Lai
GEG,Điện Gia Lai,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,High_Risk,0.0,GEG - Điện Gia Lai
GEG,Điện Gia Lai,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,High_Risk,0.0,GEG - Điện Gia Lai
GEX,Tập đoàn Gelex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2020,High_Risk,0.0,GEX - Tập đoàn Gelex
GEX,Tập đoàn Gelex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2021,High_Risk,0.0,GEX - Tập đoàn Gelex
GEX,Tập đoàn Gelex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2022,High_Risk,0.0,GEX - Tập đoàn Gelex
GEX,Tập đoàn Gelex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2023,High_Risk,0.0,GEX - Tập đoàn Gelex
GEX,Tập đoàn Gelex,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Thiết bị điện,2024,At_Risk,0.25,GEX - Tập đoàn Gelex
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,Healthy,0.75,GIL - XNK Bình Thạnh
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,At_Risk,0.25,GIL - XNK Bình Thạnh
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,Healthy,0.75,GIL - XNK Bình Thạnh
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,Stable,0.5,GIL - XNK Bình Thạnh
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,At_Risk,0.25,GIL - XNK Bình Thạnh
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,At_Risk,0.25,GMC - Garmex Sài Gòn
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,Healthy,0.75,GMC - Garmex Sài Gòn
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,Stable,0.5,GMC - Garmex Sài Gòn
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,At_Risk,0.25,GMD - Gemadept
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Stable,0.5,GMD - Gemadept
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Stable,0.5,GMD - Gemadept
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,At_Risk,0.25,GMD - Gemadept
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,Healthy,0.75,GMD - Gemadept
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Stable,0.5,GMH - Minh Hưng Quảng Trị
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Healthy,0.75,GMH - Minh Hưng Quảng Trị
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,Healthy,0.75,GMH - Minh Hưng Quảng Trị
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,Stable,0.5,GMH - Minh Hưng Quảng Trị
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Stable,0.5,GMH - Minh Hưng Quảng Trị
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,Healthy,0.75,GSP - Vận tải Sản phẩm Khí Quốc tế
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,Stable,0.5,GSP - Vận tải Sản phẩm Khí Quốc tế
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,Stable,0.5,GSP - Vận tải Sản phẩm Khí Quốc tế
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,Stable,0.5,GSP - Vận tải Sản phẩm Khí Quốc tế
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,Healthy,0.75,GSP - Vận tải Sản phẩm Khí Quốc tế
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,High_Risk,0.0,GTA - Gỗ Thuận An
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,High_Risk,0.0,GTA - Gỗ Thuận An
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,Stable,0.5,GTA - Gỗ Thuận An
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,At_Risk,0.25,GTA - Gỗ Thuận An
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,At_Risk,0.25,GTA - Gỗ Thuận An
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,Stable,0.5,GVR - Tập đoàn CN Cao su VN
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,GVR - Tập đoàn CN Cao su VN
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,GVR - Tập đoàn CN Cao su VN
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,GVR - Tập đoàn CN Cao su VN
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Stable,0.5,GVR - Tập đoàn CN Cao su VN
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,High_Risk,0.0,HAG - Hoàng Anh Gia Lai
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,High_Risk,0.0,HAG - Hoàng Anh Gia Lai
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,At_Risk,0.25,HAG - Hoàng Anh Gia Lai
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,At_Risk,0.25,HAG - Hoàng Anh Gia Lai
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,High_Risk,0.0,HAG - Hoàng Anh Gia Lai
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,Stable,0.5,HAH - Vận tải và Xếp dỡ Hải An
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Stable,0.5,HAH - Vận tải và Xếp dỡ Hải An
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Stable,0.5,HAH - Vận tải và Xếp dỡ Hải An
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,At_Risk,0.25,HAH - Vận tải và Xếp dỡ Hải An
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,Stable,0.5,HAH - Vận tải và Xếp dỡ Hải An
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,Stable,0.5,HAP - Tập đoàn Hapaco
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,At_Risk,0.25,HAP - Tập đoàn Hapaco
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,Stable,0.5,HAP - Tập đoàn Hapaco
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,At_Risk,0.25,HAP - Tập đoàn Hapaco
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,Stable,0.5,HAP - Tập đoàn Hapaco
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Stable,0.5,HAS - Hacisco
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,Healthy,0.75,HAS - Hacisco
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,HAS - Hacisco
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,HAS - Hacisco
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,Stable,0.5,HAS - Hacisco
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,Stable,0.5,HAX - Ô tô Hàng Xanh
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,Healthy,0.75,HAX - Ô tô Hàng Xanh
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,Stable,0.5,HAX - Ô tô Hàng Xanh
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,Stable,0.5,HAX - Ô tô Hàng Xanh
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,Stable,0.5,HAX - Ô tô Hàng Xanh
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,HBC - Tập đoàn Xây dựng Hòa Bình
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,HBC - Tập đoàn Xây dựng Hòa Bình
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,HBC - Tập đoàn Xây dựng Hòa Bình
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,At_Risk,0.25,HCD - SX và Thương mại HCD
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,Stable,0.5,HCD - SX và Thương mại HCD
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,HCD - SX và Thương mại HCD
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,HCD - SX và Thương mại HCD
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,At_Risk,0.25,HCD - SX và Thương mại HCD
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,High_Risk,0.0,HHP - Giấy Hoàng Hà Hải Phòng
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,High_Risk,0.0,HHP - Giấy Hoàng Hà Hải Phòng
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,At_Risk,0.25,HHP - Giấy Hoàng Hà Hải Phòng
HHP,HHP Global,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,High_Risk,0.0,HHP - HHP Global
HHP,HHP Global,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,High_Risk,0.0,HHP - HHP Global
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,Stable,0.5,HHS - Đầu tư DV Hoàng Huy
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,Stable,0.5,HHS - Đầu tư DV Hoàng Huy
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,Stable,0.5,HHS - Đầu tư DV Hoàng Huy
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,Healthy,0.75,HHS - Đầu tư DV Hoàng Huy
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,Stable,0.5,HHS - Đầu tư DV Hoàng Huy
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,HHV - Đầu tư Hạ tầng Giao thông Đèo Cả
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,HHV - Đầu tư Hạ tầng Giao thông Đèo Cả
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,HHV - Đầu tư Hạ tầng Giao thông Đèo Cả
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,HHV - Đầu tư Hạ tầng Giao thông Đèo Cả
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,HHV - Đầu tư Hạ tầng Giao thông Đèo Cả
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,At_Risk,0.25,HID - Halcom Vietnam
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,At_Risk,0.25,HID - Halcom Vietnam
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,Stable,0.5,HID - Halcom Vietnam
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,HID - Halcom Vietnam
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,HID - Halcom Vietnam
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,At_Risk,0.25,HII - An Tiến Industries
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,At_Risk,0.25,HII - An Tiến Industries
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,HII - An Tiến Industries
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,HII - An Tiến Industries
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Stable,0.5,HII - An Tiến Industries
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,Stable,0.5,HMC - Kim khí TP.HCM
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,Stable,0.5,HMC - Kim khí TP.HCM
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,Stable,0.5,HMC - Kim khí TP.HCM
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,High_Risk,0.0,HMC - Kim khí TP.HCM
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,At_Risk,0.25,HMC - Kim khí TP.HCM
HNA,Thủy điện Hủa Na,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Stable,0.5,HNA - Thủy điện Hủa Na
HNA,Thủy điện Hủa Na,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,HNA - Thủy điện Hủa Na
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,High_Risk,0.0,HNG - Nông nghiệp Quốc tế HAGL
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,High_Risk,0.0,HNG - Nông nghiệp Quốc tế HAGL
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,High_Risk,0.0,HNG - Nông nghiệp Quốc tế HAGL
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,At_Risk,0.25,HPG - Hòa Phát
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,At_Risk,0.25,HPG - Hòa Phát
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,At_Risk,0.25,HPG - Hòa Phát
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,At_Risk,0.25,HPG - Hòa Phát
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,Stable,0.5,HPG - Hòa Phát
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,High_Risk,0.0,HRC - Cao su Hòa Bình
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,HRC - Cao su Hòa Bình
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,HRC - Cao su Hòa Bình
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,High_Risk,0.0,HRC - Cao su Hòa Bình
