Ticker,Company Name,Industry,Year (t),Year (t+1),Financial State (t),Financial State (t+1)
DRC,Cao su Đà Nẵng,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
DRC,Cao su Đà Nẵng,Hàng Tiêu dùng,2023,2024,Healthy,Stable
DRL,Thủy điện - Điện lực 3,Tiện ích Cộng đồng,2020,2021,Healthy,Healthy
DRL,Thủy điện - Điện lực 3,Tiện ích Cộng đồng,2021,2022,Healthy,Healthy
DRL,Thủy điện - Điện lực 3,Tiện ích Cộng đồng,2022,2023,Healthy,Healthy
DRL,Thủy điện - Điện lực 3,Tiện ích Cộng đồng,2023,2024,Healthy,Healthy
DSN,Công viên nước Đầm Sen,Dịch vụ Tiêu dùng,2020,2021,Healthy,Healthy
DSN,Công viên nước Đầm Sen,Dịch vụ Tiêu dùng,2021,2022,Healthy,Healthy
DSN,Công viên nước Đầm Sen,Dịch vụ Tiêu dùng,2022,2023,Healthy,Healthy
DSN,Công viên nước Đầm Sen,Dịch vụ Tiêu dùng,2023,2024,Healthy,Stable
DTL,Đại Thiên Lộc,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
DTL,Đại Thiên Lộc,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
DTL,Đại Thiên Lộc,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
DTL,Đại Thiên Lộc,Nguyên vật liệu,2023,2024,High_Risk,High_Risk
DTT,Kỹ nghệ Đô Thành,Nguyên vật liệu,2020,2021,Stable,High_Risk
DTT,Kỹ nghệ Đô Thành,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
DTT,Kỹ nghệ Đô Thành,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
DTT,Kỹ nghệ Đô Thành,Nguyên vật liệu,2023,2024,At_Risk,Stable
DVP,ĐT và PT Cảng Đình Vũ,Công nghiệp,2020,2021,Healthy,Healthy
DVP,ĐT và PT Cảng Đình Vũ,Công nghiệp,2021,2022,Healthy,Healthy
DVP,ĐT và PT Cảng Đình Vũ,Công nghiệp,2022,2023,Healthy,Stable
DVP,ĐT và PT Cảng Đình Vũ,Công nghiệp,2023,2024,Stable,Healthy
DXV,Vật liệu Xây dựng Đà Nẵng,Công nghiệp,2020,2021,Healthy,Healthy
DXV,Vật liệu Xây dựng Đà Nẵng,Công nghiệp,2021,2022,Healthy,Healthy
DXV,Vật liệu Xây dựng Đà Nẵng,Công nghiệp,2022,2023,Healthy,Stable
DXV,Vật liệu Xây dựng Đà Nẵng,Công nghiệp,2023,2024,Stable,Healthy
ELC,ELCOM,Công nghệ Thông tin,2020,2021,Stable,Stable
ELC,ELCOM,Công nghệ Thông tin,2021,2022,Stable,Stable
ELC,ELCOM,Công nghệ Thông tin,2022,2023,Stable,Healthy
ELC,ELCOM,Công nghệ Thông tin,2023,2024,Healthy,Healthy
EVE,Everpia,Hàng Tiêu dùng,2020,2021,Stable,Stable
EVE,Everpia,Hàng Tiêu dùng,2021,2022,Stable,Healthy
EVE,Everpia,Hàng Tiêu dùng,2022,2023,Healthy,Stable
EVE,Everpia,Hàng Tiêu dùng,2023,2024,Stable,Stable
EVG,Tập đoàn Everland,Công nghiệp,2020,2021,At_Risk,Stable
EVG,Tập đoàn Everland,Công nghiệp,2021,2022,Stable,Stable
EVG,Tập đoàn Everland,Công nghiệp,2022,2023,Stable,At_Risk
EVG,Tập đoàn Everland,Công nghiệp,2023,2024,At_Risk,Stable
FCM,Khoáng sản FECON,Công nghiệp,2020,2021,Stable,At_Risk
FCM,Khoáng sản FECON,Công nghiệp,2021,2022,At_Risk,At_Risk
FCM,Khoáng sản FECON,Công nghiệp,2022,2023,At_Risk,High_Risk
FCM,Khoáng sản FECON,Công nghiệp,2023,2024,High_Risk,Stable
FCN,FECON CORP,Công nghiệp,2020,2021,High_Risk,High_Risk
FCN,FECON CORP,Công nghiệp,2021,2022,High_Risk,At_Risk
FCN,FECON CORP,Công nghiệp,2022,2023,At_Risk,High_Risk
FCN,FECON CORP,Công nghiệp,2023,2024,High_Risk,High_Risk
FIT,Tập đoàn F.I.T,Dược phẩm và Y tế,2023,2024,Stable,Stable
FMC,Thực phẩm Sao Ta,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
FMC,Thực phẩm Sao Ta,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
FMC,Thực phẩm Sao Ta,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
FMC,Thực phẩm Sao Ta,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
FPT,FPT Corp,Công nghệ Thông tin,2020,2021,At_Risk,At_Risk
FPT,FPT Corp,Công nghệ Thông tin,2021,2022,At_Risk,Stable
FPT,FPT Corp,Công nghệ Thông tin,2022,2023,Stable,At_Risk
FPT,FPT Corp,Công nghệ Thông tin,2023,2024,At_Risk,Healthy
FRT,Bán lẻ FPT,Dịch vụ Tiêu dùng,2020,2021,At_Risk,Healthy
FRT,Bán lẻ FPT,Dịch vụ Tiêu dùng,2021,2022,Healthy,At_Risk
FRT,Bán lẻ FPT,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
FRT,Bán lẻ FPT,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
GAS,PV Gas,Tiện ích Cộng đồng,2020,2021,Healthy,Healthy
GAS,PV Gas,Tiện ích Cộng đồng,2021,2022,Healthy,Healthy
GAS,PV Gas,Tiện ích Cộng đồng,2022,2023,Healthy,Healthy
GAS,PV Gas,Tiện ích Cộng đồng,2023,2024,Healthy,Healthy
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,2020,2021,Healthy,Stable
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,2021,2022,Stable,Healthy
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,2022,2023,Healthy,Stable
GDT,Gỗ Đức Thành,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
GEE,Thiết bị điện GELEX,Công nghiệp,2023,2024,Stable,Healthy
GEG,Điện Gia Lai,Tiện ích Cộng đồng,2020,2021,At_Risk,High_Risk
GEG,Điện Gia Lai,Tiện ích Cộng đồng,2021,2022,High_Risk,High_Risk
GEG,Điện Gia Lai,Tiện ích Cộng đồng,2022,2023,High_Risk,High_Risk
GEG,Điện Gia Lai,Tiện ích Cộng đồng,2023,2024,High_Risk,High_Risk
GEX,Tập đoàn Gelex,Công nghiệp,2020,2021,High_Risk,High_Risk
GEX,Tập đoàn Gelex,Công nghiệp,2021,2022,High_Risk,High_Risk
GEX,Tập đoàn Gelex,Công nghiệp,2022,2023,High_Risk,High_Risk
GEX,Tập đoàn Gelex,Công nghiệp,2023,2024,High_Risk,At_Risk
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,2020,2021,Healthy,At_Risk
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,2021,2022,At_Risk,Healthy
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,2022,2023,Healthy,Stable
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,2020,2021,At_Risk,Healthy
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,2021,2022,Healthy,Stable
GMD,Gemadept,Công nghiệp,2020,2021,At_Risk,Stable
GMD,Gemadept,Công nghiệp,2021,2022,Stable,Stable
GMD,Gemadept,Công nghiệp,2022,2023,Stable,At_Risk
GMD,Gemadept,Công nghiệp,2023,2024,At_Risk,Healthy
GMH,Minh Hưng Quảng Trị,Công nghiệp,2020,2021,Stable,Healthy
GMH,Minh Hưng Quảng Trị,Công nghiệp,2021,2022,Healthy,Healthy
GMH,Minh Hưng Quảng Trị,Công nghiệp,2022,2023,Healthy,Stable
GMH,Minh Hưng Quảng Trị,Công nghiệp,2023,2024,Stable,Stable
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,2020,2021,Healthy,Stable
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,2021,2022,Stable,Stable
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,2022,2023,Stable,Stable
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,2023,2024,Stable,Healthy
GTA,Gỗ Thuận An,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
GTA,Gỗ Thuận An,Nguyên vật liệu,2021,2022,High_Risk,Stable
GTA,Gỗ Thuận An,Nguyên vật liệu,2022,2023,Stable,At_Risk
GTA,Gỗ Thuận An,Nguyên vật liệu,2023,2024,At_Risk,At_Risk
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,2020,2021,Stable,High_Risk
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,2023,2024,At_Risk,Stable
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,2020,2021,High_Risk,High_Risk
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,2021,2022,High_Risk,At_Risk
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,2023,2024,At_Risk,High_Risk
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,2020,2021,Stable,Stable
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,2021,2022,Stable,Stable
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,2022,2023,Stable,At_Risk
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,2023,2024,At_Risk,Stable
HAP,Tập đoàn Hapaco,Nguyên vật liệu,2020,2021,Stable,At_Risk
HAP,Tập đoàn Hapaco,Nguyên vật liệu,2021,2022,At_Risk,Stable
HAP,Tập đoàn Hapaco,Nguyên vật liệu,2022,2023,Stable,At_Risk
HAP,Tập đoàn Hapaco,Nguyên vật liệu,2023,2024,At_Risk,Stable
HAS,Hacisco,Công nghiệp,2020,2021,Stable,Healthy
HAS,Hacisco,Công nghiệp,2021,2022,Healthy,At_Risk
HAS,Hacisco,Công nghiệp,2022,2023,At_Risk,High_Risk
HAS,Hacisco,Công nghiệp,2023,2024,High_Risk,Stable
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,2020,2021,Stable,Healthy
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,2021,2022,Healthy,Stable
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,2022,2023,Stable,Stable
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,2023,2024,Stable,Stable
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,2020,2021,High_Risk,High_Risk
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,2021,2022,High_Risk,At_Risk
HCD,SX và Thương mại HCD,Nguyên vật liệu,2020,2021,At_Risk,Stable
HCD,SX và Thương mại HCD,Nguyên vật liệu,2021,2022,Stable,At_Risk
HCD,SX và Thương mại HCD,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
HCD,SX và Thương mại HCD,Nguyên vật liệu,2023,2024,At_Risk,At_Risk
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
HHP,HHP Global,Nguyên vật liệu,2023,2024,High_Risk,High_Risk
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,2020,2021,Stable,Stable
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,2021,2022,Stable,Stable
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,2022,2023,Stable,Healthy
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,2023,2024,Healthy,Stable
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,2020,2021,High_Risk,High_Risk
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,2021,2022,High_Risk,High_Risk
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,2022,2023,High_Risk,At_Risk
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,2023,2024,At_Risk,High_Risk
HID,Halcom Vietnam,Công nghiệp,2020,2021,At_Risk,At_Risk
HID,Halcom Vietnam,Công nghiệp,2021,2022,At_Risk,Stable
HID,Halcom Vietnam,Công nghiệp,2022,2023,Stable,At_Risk
HID,Halcom Vietnam,Công nghiệp,2023,2024,At_Risk,At_Risk
HII,An Tiến Industries,Nguyên vật liệu,2020,2021,At_Risk,At_Risk
HII,An Tiến Industries,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
HII,An Tiến Industries,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
HII,An Tiến Industries,Nguyên vật liệu,2023,2024,At_Risk,Stable
HMC,Kim khí TP.HCM,Nguyên vật liệu,2020,2021,Stable,Stable
HMC,Kim khí TP.HCM,Nguyên vật liệu,2021,2022,Stable,Stable
HMC,Kim khí TP.HCM,Nguyên vật liệu,2022,2023,Stable,High_Risk
HMC,Kim khí TP.HCM,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
HNA,Thủy điện Hủa Na,Tiện ích Cộng đồng,2023,2024,Stable,Stable
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,2020,2021,High_Risk,High_Risk
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,2021,2022,High_Risk,High_Risk
HPG,Hòa Phát,Nguyên vật liệu,2020,2021,At_Risk,At_Risk
HPG,Hòa Phát,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
HPG,Hòa Phát,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
HPG,Hòa Phát,Nguyên vật liệu,2023,2024,At_Risk,Stable
HRC,Cao su Hòa Bình,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
HRC,Cao su Hòa Bình,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
HRC,Cao su Hòa Bình,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
HRC,Cao su Hòa Bình,Nguyên vật liệu,2023,2024,High_Risk,Stable
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,2020,2021,Stable,High_Risk
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,2021,2022,High_Risk,High_Risk
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,2022,2023,High_Risk,At_Risk
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,2023,2024,At_Risk,Stable
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,2020,2021,Stable,Stable
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,2021,2022,Stable,Stable
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,2022,2023,Stable,Stable
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,2023,2024,Stable,Stable
HT1,VICEM Hà Tiên,Công nghiệp,2020,2021,Stable,Stable
HT1,VICEM Hà Tiên,Công nghiệp,2021,2022,Stable,Stable
HT1,VICEM Hà Tiên,Công nghiệp,2022,2023,Stable,At_Risk
HT1,VICEM Hà Tiên,Công nghiệp,2023,2024,At_Risk,Stable
HTG,Dệt may Hòa Thọ,Hàng Tiêu dùng,2023,2024,Stable,Stable
HTI,PT Hạ tầng IDICO,Công nghiệp,2020,2021,High_Risk,High_Risk
HTI,PT Hạ tầng IDICO,Công nghiệp,2021,2022,High_Risk,High_Risk
HTI,PT Hạ tầng IDICO,Công nghiệp,2022,2023,High_Risk,High_Risk
HTI,PT Hạ tầng IDICO,Công nghiệp,2023,2024,High_Risk,Stable
HTL,Ô tô Trường Long,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
HTL,Ô tô Trường Long,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
HTL,Ô tô Trường Long,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
HTL,Ô tô Trường Long,Hàng Tiêu dùng,2023,2024,Healthy,Stable
HTV,Logistics Vicem,Công nghiệp,2020,2021,Healthy,Stable
HTV,Logistics Vicem,Công nghiệp,2021,2022,Stable,Stable
HTV,Logistics Vicem,Công nghiệp,2022,2023,Stable,Stable
HTV,Logistics Vicem,Công nghiệp,2023,2024,Stable,Stable
HU1,Xây dựng HUD1,Công nghiệp,2020,2021,High_Risk,At_Risk
HU1,Xây dựng HUD1,Công nghiệp,2021,2022,At_Risk,High_Risk
HU1,Xây dựng HUD1,Công nghiệp,2022,2023,High_Risk,At_Risk
HU1,Xây dựng HUD1,Công nghiệp,2023,2024,At_Risk,High_Risk
HUB,Xây lắp Huế,Công nghiệp,2020,2021,Stable,Stable
HUB,Xây lắp Huế,Công nghiệp,2021,2022,Stable,Stable
HUB,Xây lắp Huế,Công nghiệp,2022,2023,Stable,At_Risk
HUB,Xây lắp Huế,Công nghiệp,2023,2024,At_Risk,Stable
HVH,Đầu tư và Công nghệ HVC,Công nghiệp,2020,2021,Stable,At_Risk
HVH,Đầu tư và Công nghệ HVC,Công nghiệp,2021,2022,At_Risk,At_Risk
HVH,Đầu tư và Công nghệ HVC,Công nghiệp,2022,2023,At_Risk,High_Risk
HVH,Đầu tư và Công nghệ HVC,Công nghiệp,2023,2024,High_Risk,At_Risk
HVN,Vietnam Airlines,Dịch vụ Tiêu dùng,2020,2021,High_Risk,High_Risk
HVN,Vietnam Airlines,Dịch vụ Tiêu dùng,2021,2022,High_Risk,At_Risk
HVN,Vietnam Airlines,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
HVN,Vietnam Airlines,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
HVX,Xi măng Vicem Hải Vân,Công nghiệp,2020,2021,At_Risk,Stable
HVX,Xi măng Vicem Hải Vân,Công nghiệp,2021,2022,Stable,Stable
HVX,Xi măng Vicem Hải Vân,Công nghiệp,2022,2023,Stable,At_Risk
HVX,Xi măng Vicem Hải Vân,Công nghiệp,2023,2024,At_Risk,At_Risk
ICT,Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,2020,2021,At_Risk,At_Risk
ICT,Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,2021,2022,At_Risk,At_Risk
ICT,Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,2022,2023,At_Risk,At_Risk
ICT,Viễn thông - Tin học Bưu điện,Công nghệ Thông tin,2023,2024,At_Risk,Stable
IDI,Đầu tư và PT Đa Quốc Gia,Hàng Tiêu dùng,2020,2021,High_Risk,High_Risk
IDI,Đầu tư và PT Đa Quốc Gia,Hàng Tiêu dùng,2021,2022,High_Risk,At_Risk
IDI,Đầu tư và PT Đa Quốc Gia,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
IDI,Đầu tư và PT Đa Quốc Gia,Hàng Tiêu dùng,2023,2024,At_Risk,At_Risk
ILB,ICD Tân Cảng Long Bình,Công nghiệp,2020,2021,High_Risk,High_Risk
ILB,ICD Tân Cảng Long Bình,Công nghiệp,2021,2022,High_Risk,At_Risk
ILB,ICD Tân Cảng Long Bình,Công nghiệp,2022,2023,At_Risk,At_Risk
ILB,ICD Tân Cảng Long Bình,Công nghiệp,2023,2024,At_Risk,At_Risk
IMP,IMEXPHARM,Dược phẩm và Y tế,2020,2021,Stable,Healthy
IMP,IMEXPHARM,Dược phẩm và Y tế,2021,2022,Healthy,Stable
IMP,IMEXPHARM,Dược phẩm và Y tế,2022,2023,Stable,Healthy
IMP,IMEXPHARM,Dược phẩm và Y tế,2023,2024,Healthy,Healthy
ITD,Công nghệ Tiên Phong,Công nghệ Thông tin,2020,2021,Healthy,Stable
ITD,Công nghệ Tiên Phong,Công nghệ Thông tin,2021,2022,Stable,Stable
ITD,Công nghệ Tiên Phong,Công nghệ Thông tin,2022,2023,Stable,At_Risk
ITD,Công nghệ Tiên Phong,Công nghệ Thông tin,2023,2024,At_Risk,Stable
JVC,Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế,2020,2021,At_Risk,At_Risk
JVC,Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế,2021,2022,At_Risk,Stable
JVC,Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế,2022,2023,Stable,Stable
JVC,Đầu tư và Phát triển Y tế Việt Nhật,Dược phẩm và Y tế,2023,2024,Stable,Stable
KDC,Tập đoàn KIDO,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
KDC,Tập đoàn KIDO,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
KDC,Tập đoàn KIDO,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
KDC,Tập đoàn KIDO,Hàng Tiêu dùng,2023,2024,At_Risk,High_Risk
KHP,Điện lực Khánh Hòa,Tiện ích Cộng đồng,2020,2021,High_Risk,At_Risk
KHP,Điện lực Khánh Hòa,Tiện ích Cộng đồng,2021,2022,At_Risk,Stable
KHP,Điện lực Khánh Hòa,Tiện ích Cộng đồng,2022,2023,Stable,At_Risk
KHP,Điện lực Khánh Hòa,Tiện ích Cộng đồng,2023,2024,At_Risk,Stable
KMR,MIRAE,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
KMR,MIRAE,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
KMR,MIRAE,Hàng Tiêu dùng,2022,2023,At_Risk,Stable
KMR,MIRAE,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
KPF,Đầu tư Tài sản KOJI,Công nghiệp,2020,2021,High_Risk,Healthy
KPF,Đầu tư Tài sản KOJI,Công nghiệp,2021,2022,Healthy,Healthy
KPF,Đầu tư Tài sản KOJI,Công nghiệp,2022,2023,Healthy,At_Risk
KPF,Đầu tư Tài sản KOJI,Công nghiệp,2023,2024,At_Risk,Stable
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
KSB,Khoáng sản Bình Dương,Nguyên vật liệu,2023,2024,At_Risk,At_Risk
L10,LILAMA 10,Công nghiệp,2020,2021,At_Risk,At_Risk
L10,LILAMA 10,Công nghiệp,2021,2022,At_Risk,At_Risk
L10,LILAMA 10,Công nghiệp,2022,2023,At_Risk,At_Risk
L10,LILAMA 10,Công nghiệp,2023,2024,At_Risk,At_Risk
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
LAF,Chế biến Hàng XK Long An,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
LBM,Khoáng sản Lâm Đồng,Công nghiệp,2020,2021,Healthy,Healthy
LBM,Khoáng sản Lâm Đồng,Công nghiệp,2021,2022,Healthy,Healthy
LBM,Khoáng sản Lâm Đồng,Công nghiệp,2022,2023,Healthy,Stable
LBM,Khoáng sản Lâm Đồng,Công nghiệp,2023,2024,Stable,Healthy
LCG,LIZEN,Công nghiệp,2020,2021,High_Risk,High_Risk
LCG,LIZEN,Công nghiệp,2021,2022,High_Risk,At_Risk
LCG,LIZEN,Công nghiệp,2022,2023,At_Risk,High_Risk
LCG,LIZEN,Công nghiệp,2023,2024,High_Risk,High_Risk
LGC,Đầu tư Cầu đường CII,Công nghiệp,2020,2021,High_Risk,High_Risk
LGC,Đầu tư Cầu đường CII,Công nghiệp,2021,2022,High_Risk,High_Risk
LGC,Đầu tư Cầu đường CII,Công nghiệp,2022,2023,High_Risk,High_Risk
LGC,Đầu tư Cầu đường CII,Công nghiệp,2023,2024,High_Risk,At_Risk
LIX,Bột Giặt Lix,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
LIX,Bột Giặt Lix,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
LIX,Bột Giặt Lix,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
LIX,Bột Giặt Lix,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
LM8,LILAMA 18,Công nghiệp,2020,2021,At_Risk,At_Risk
LM8,LILAMA 18,Công nghiệp,2021,2022,At_Risk,At_Risk
LM8,LILAMA 18,Công nghiệp,2022,2023,At_Risk,At_Risk
LM8,LILAMA 18,Công nghiệp,2023,2024,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
LSS,Mía đường Lam Sơn,Hàng Tiêu dùng,2023,2024,At_Risk,High_Risk
MCM,Giống bò sữa Mộc Châu,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2020,2021,Stable,Healthy
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2021,2022,Healthy,Stable
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2022,2023,Stable,Stable
MCP,In và Bao bì Mỹ Châu,Công nghiệp,2023,2024,Stable,Healthy
MDG,Xây dựng Miền Đông,Công nghiệp,2020,2021,At_Risk,High_Risk
MDG,Xây dựng Miền Đông,Công nghiệp,2021,2022,High_Risk,Stable
MDG,Xây dựng Miền Đông,Công nghiệp,2022,2023,Stable,At_Risk
MDG,Xây dựng Miền Đông,Công nghiệp,2023,2024,At_Risk,High_Risk
MHC,CTCP MHC,Công nghiệp,2020,2021,Stable,At_Risk
MHC,CTCP MHC,Công nghiệp,2021,2022,At_Risk,Stable
MHC,CTCP MHC,Công nghiệp,2022,2023,Stable,At_Risk
MHC,CTCP MHC,Công nghiệp,2023,2024,At_Risk,Stable
MSH,May Sông Hồng,Hàng Tiêu dùng,2020,2021,Healthy,Stable
MSH,May Sông Hồng,Hàng Tiêu dùng,2021,2022,Stable,Healthy
MSH,May Sông Hồng,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
MSH,May Sông Hồng,Hàng Tiêu dùng,2023,2024,Healthy,Stable
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2020,2021,High_Risk,At_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2022,2023,At_Risk,High_Risk
MSN,Tập đoàn Masan,Hàng Tiêu dùng,2023,2024,High_Risk,High_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2020,2021,At_Risk,Stable
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2021,2022,Stable,At_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
MWG,Thế giới di động,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
NAF,Nafoods Group,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
NAF,Nafoods Group,Hàng Tiêu dùng,2021,2022,At_Risk,Stable
NAF,Nafoods Group,Hàng Tiêu dùng,2022,2023,Stable,Stable
NAF,Nafoods Group,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2020,2021,Stable,Stable
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2021,2022,Stable,Healthy
NAV,Tấm lợp và gỗ Nam Việt,Công nghiệp,2022,2023,Healthy,Healthy
