Ticker,Company Name,Industry,Year (t),Year (t+1),Financial State (t),Financial State (t+1)
TCD,ĐT Phát triển CN và Vận tải,Công nghiệp,2022,2023,High_Risk,High_Risk
TCD,Tập đoàn Xây dựng Tracodi,Công nghiệp,2023,2024,High_Risk,High_Risk
TCL,Tan Cang Logistics,Công nghiệp,2020,2021,Healthy,Healthy
TCL,Tan Cang Logistics,Công nghiệp,2021,2022,Healthy,Healthy
TCL,Tan Cang Logistics,Công nghiệp,2022,2023,Healthy,Stable
TCL,Tan Cang Logistics,Công nghiệp,2023,2024,Stable,Healthy
TCM,Dệt may Thành Công,Hàng Tiêu dùng,2020,2021,Stable,High_Risk
TCM,Dệt may Thành Công,Hàng Tiêu dùng,2021,2022,High_Risk,Healthy
TCM,Dệt may Thành Công,Hàng Tiêu dùng,2022,2023,Healthy,Stable
TCM,Dệt may Thành Công,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
TCO,Vận tải Duyên Hải,Công nghiệp,2020,2021,Healthy,Healthy
TCO,Vận tải Duyên Hải,Công nghiệp,2021,2022,Healthy,Healthy
TCO,Vận tải Duyên Hải,Công nghiệp,2022,2023,Healthy,High_Risk
TCO,TCO Holdings,Công nghiệp,2023,2024,High_Risk,At_Risk
TCR,Gốm sứ TAICERA,Công nghiệp,2020,2021,Stable,Stable
TCR,Gốm sứ TAICERA,Công nghiệp,2021,2022,Stable,Stable
TCR,Gốm sứ TAICERA,Công nghiệp,2022,2023,Stable,Stable
TCR,Gốm sứ TAICERA,Công nghiệp,2023,2024,Stable,At_Risk
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,2020,2021,Stable,Stable
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,2021,2022,Stable,Healthy
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,2022,2023,Healthy,Stable
TCT,Cáp treo Tây Ninh,Dịch vụ Tiêu dùng,2023,2024,Stable,Healthy
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,2020,2021,Stable,At_Risk
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,2021,2022,At_Risk,Stable
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,2022,2023,Stable,At_Risk
TDG,Đầu tư TDG Global,Tiện ích Cộng đồng,2023,2024,At_Risk,Stable
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,2020,2021,Stable,Stable
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,2021,2022,Stable,At_Risk
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,2022,2023,At_Risk,Stable
TDM,Nước Thủ Dầu Một,Tiện ích Cộng đồng,2023,2024,Stable,Stable
TDP,Công ty Thuận Đức,Công nghiệp,2020,2021,High_Risk,At_Risk
TDP,Công ty Thuận Đức,Công nghiệp,2021,2022,At_Risk,At_Risk
TDP,Công ty Thuận Đức,Công nghiệp,2022,2023,At_Risk,At_Risk
TDP,Công ty Thuận Đức,Công nghiệp,2023,2024,At_Risk,Stable
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,2020,2021,At_Risk,Healthy
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,2021,2022,Healthy,Healthy
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,2022,2023,Healthy,Healthy
TDW,Cấp nước Thủ Đức,Tiện ích Cộng đồng,2023,2024,Healthy,Stable
TGG,The Golden Group,Công nghiệp,2020,2021,Stable,Healthy
TGG,The Golden Group,Công nghiệp,2021,2022,Healthy,Stable
THG,XD Tiền Giang,Công nghiệp,2020,2021,Stable,Stable
THG,XD Tiền Giang,Công nghiệp,2021,2022,Stable,Stable
THG,XD Tiền Giang,Công nghiệp,2022,2023,Stable,Stable
THG,XD Tiền Giang,Công nghiệp,2023,2024,Stable,Stable
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
TLG,Tập đoàn Thiên Long,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
TLH,Thép Tiến Lên,Nguyên vật liệu,2020,2021,Stable,At_Risk
TLH,Thép Tiến Lên,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
TLH,Thép Tiến Lên,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
TLH,Thép Tiến Lên,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,2020,2021,Healthy,Healthy
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,2021,2022,Healthy,Healthy
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,2022,2023,Healthy,Healthy
TMP,Thủy điện Thác Mơ,Tiện ích Cộng đồng,2023,2024,Healthy,Healthy
TMS,Transimex,Công nghiệp,2020,2021,Healthy,Healthy
TMS,Transimex,Công nghiệp,2021,2022,Healthy,Stable
TMS,Transimex,Công nghiệp,2022,2023,Stable,High_Risk
TMS,Transimex,Công nghiệp,2023,2024,High_Risk,At_Risk
TMT,Ô tô TMT,Hàng Tiêu dùng,2020,2021,High_Risk,High_Risk
TMT,Ô tô TMT,Hàng Tiêu dùng,2021,2022,High_Risk,At_Risk
TMT,Ô tô TMT,Hàng Tiêu dùng,2022,2023,At_Risk,At_Risk
TMT,Ô tô TMT,Hàng Tiêu dùng,2023,2024,At_Risk,Stable
TNA,XNK Thiên Nam,Nguyên vật liệu,2020,2021,At_Risk,Stable
TNA,XNK Thiên Nam,Nguyên vật liệu,2021,2022,Stable,Stable
TNC,Cao su Thống Nhất,Nguyên vật liệu,2020,2021,Healthy,Stable
TNC,Cao su Thống Nhất,Nguyên vật liệu,2021,2022,Stable,Stable
TNC,Cao su Thống Nhất,Nguyên vật liệu,2022,2023,Stable,Stable
TNC,Cao su Thống Nhất,Nguyên vật liệu,2023,2024,Stable,Healthy
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,2020,2021,Stable,Stable
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,2021,2022,Stable,Stable
TNH,Bệnh viện Quốc tế Thái Nguyên,Dược phẩm và Y tế,2022,2023,Stable,At_Risk
TNH,Tập đoàn Bệnh viện TNH,Dược phẩm và Y tế,2023,2024,At_Risk,At_Risk
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,2020,2021,Stable,At_Risk
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
TNI,Tập đoàn Thành Nam,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
TNT,Tập đoàn TNT,Nguyên vật liệu,2020,2021,Stable,At_Risk
TNT,Tập đoàn TNT,Nguyên vật liệu,2021,2022,At_Risk,Healthy
TNT,Tập đoàn TNT,Nguyên vật liệu,2022,2023,Healthy,Stable
TNT,Tập đoàn TNT,Nguyên vật liệu,2023,2024,Stable,Healthy
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,2020,2021,At_Risk,At_Risk
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
TPC,Nhựa Tân Đại Hưng,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
TRA,Traphaco,Dược phẩm và Y tế,2020,2021,Healthy,Healthy
TRA,Traphaco,Dược phẩm và Y tế,2021,2022,Healthy,Healthy
TRA,Traphaco,Dược phẩm và Y tế,2022,2023,Healthy,Stable
TRA,Traphaco,Dược phẩm và Y tế,2023,2024,Stable,Healthy
TRC,Cao su Tây Ninh,Nguyên vật liệu,2020,2021,Stable,High_Risk
TRC,Cao su Tây Ninh,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
TRC,Cao su Tây Ninh,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
TRC,Cao su Tây Ninh,Nguyên vật liệu,2023,2024,At_Risk,Stable
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,2020,2021,Stable,At_Risk
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
TSC,Kỹ thuật NN Cần Thơ,Nguyên vật liệu,2023,2024,At_Risk,Stable
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,2020,2021,High_Risk,High_Risk
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,2021,2022,High_Risk,High_Risk
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,2022,2023,High_Risk,At_Risk
TTA,XD và PT Trường Thành,Tiện ích Cộng đồng,2023,2024,At_Risk,Stable
TTB,Tập đoàn Tiến Bộ,Công nghiệp,2020,2021,High_Risk,At_Risk
TTB,Tập đoàn Tiến Bộ,Công nghiệp,2021,2022,At_Risk,At_Risk
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,2020,2021,High_Risk,High_Risk
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,2021,2022,High_Risk,At_Risk
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,2022,2023,At_Risk,High_Risk
TTE,ĐT Năng lượng Trường Thịnh,Tiện ích Cộng đồng,2023,2024,High_Risk,At_Risk
TTF,Gỗ Trường Thành,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
TTF,Gỗ Trường Thành,Nguyên vật liệu,2021,2022,High_Risk,High_Risk
TTF,Gỗ Trường Thành,Nguyên vật liệu,2022,2023,High_Risk,High_Risk
TTF,Gỗ Trường Thành,Nguyên vật liệu,2023,2024,High_Risk,High_Risk
TV2,Tư vấn XD Điện 2,Công nghiệp,2020,2021,Stable,At_Risk
TV2,Tư vấn XD Điện 2,Công nghiệp,2021,2022,At_Risk,At_Risk
TV2,Tư vấn XD Điện 2,Công nghiệp,2022,2023,At_Risk,High_Risk
TV2,Tư vấn XD Điện 2,Công nghiệp,2023,2024,High_Risk,At_Risk
TVT,May Việt Thắng,Hàng Tiêu dùng,2020,2021,At_Risk,At_Risk
TVT,May Việt Thắng,Hàng Tiêu dùng,2021,2022,At_Risk,At_Risk
TVT,May Việt Thắng,Hàng Tiêu dùng,2022,2023,At_Risk,Stable
TVT,May Việt Thắng,Hàng Tiêu dùng,2023,2024,Stable,At_Risk
TYA,Dây và Cáp điện Taya,Công nghiệp,2020,2021,Healthy,At_Risk
TYA,Dây và Cáp điện Taya,Công nghiệp,2021,2022,At_Risk,Stable
TYA,Dây và Cáp điện Taya,Công nghiệp,2022,2023,Stable,At_Risk
TYA,Dây và Cáp điện Taya,Công nghiệp,2023,2024,At_Risk,Healthy
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,2020,2021,Healthy,Healthy
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,2021,2022,Healthy,Healthy
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,2022,2023,Healthy,Healthy
UIC,Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,2023,2024,Healthy,Stable
VAF,Phân lân Văn Điển,Nguyên vật liệu,2020,2021,Stable,At_Risk
VAF,Phân lân Văn Điển,Nguyên vật liệu,2021,2022,At_Risk,Healthy
VAF,Phân lân Văn Điển,Nguyên vật liệu,2022,2023,Healthy,Stable
VAF,Phân lân Văn Điển,Nguyên vật liệu,2023,2024,Stable,Stable
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,2020,2021,Healthy,At_Risk
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,2023,2024,High_Risk,Stable
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
VCG,VINACONEX,Công nghiệp,2020,2021,At_Risk,High_Risk
VCG,VINACONEX,Công nghiệp,2021,2022,High_Risk,High_Risk
VCG,VINACONEX,Công nghiệp,2022,2023,High_Risk,High_Risk
VCG,VINACONEX,Công nghiệp,2023,2024,High_Risk,At_Risk
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,2020,2021,At_Risk,Stable
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,2021,2022,Stable,Stable
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,2022,2023,Stable,At_Risk
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,2023,2024,At_Risk,Stable
VFG,Khử trùng Việt Nam,Nguyên vật liệu,2020,2021,Stable,At_Risk
VFG,Khử trùng Việt Nam,Nguyên vật liệu,2021,2022,At_Risk,At_Risk
VFG,Khử trùng Việt Nam,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
VFG,Khử trùng Việt Nam,Nguyên vật liệu,2023,2024,At_Risk,Healthy
VGC,Tổng Công ty Viglacera,Công nghiệp,2020,2021,High_Risk,High_Risk
VGC,Tổng Công ty Viglacera,Công nghiệp,2021,2022,High_Risk,At_Risk
VGC,Tổng Công ty Viglacera,Công nghiệp,2022,2023,At_Risk,High_Risk
VGC,Tổng Công ty Viglacera,Công nghiệp,2023,2024,High_Risk,At_Risk
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,2020,2021,Healthy,Stable
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,2021,2022,Stable,Healthy
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,2022,2023,Healthy,Stable
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,2023,2024,Stable,Healthy
VID,Viễn Đông,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
VID,Viễn Đông,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
VID,Viễn Đông,Nguyên vật liệu,2022,2023,At_Risk,At_Risk
VID,Viễn Đông,Nguyên vật liệu,2023,2024,At_Risk,At_Risk
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,2020,2021,Stable,Stable
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,2021,2022,Stable,Healthy
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,2022,2023,Healthy,Stable
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,2023,2024,Stable,Stable
VJC,Vietjet Air,Dịch vụ Tiêu dùng,2020,2021,High_Risk,At_Risk
VJC,Vietjet Air,Dịch vụ Tiêu dùng,2021,2022,At_Risk,High_Risk
VJC,Vietjet Air,Dịch vụ Tiêu dùng,2022,2023,High_Risk,High_Risk
VJC,Vietjet Air,Dịch vụ Tiêu dùng,2023,2024,High_Risk,At_Risk
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,2020,2021,Stable,At_Risk
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,2021,2022,At_Risk,At_Risk
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,2022,2023,At_Risk,At_Risk
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,2023,2024,At_Risk,At_Risk
VNE,Xây dựng điện Việt Nam,Công nghiệp,2020,2021,At_Risk,High_Risk
VNE,Xây dựng điện Việt Nam,Công nghiệp,2021,2022,High_Risk,High_Risk
VNE,Xây dựng điện Việt Nam,Công nghiệp,2022,2023,High_Risk,High_Risk
VNE,Xây dựng điện Việt Nam,Công nghiệp,2023,2024,High_Risk,High_Risk
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,2020,2021,At_Risk,At_Risk
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,2021,2022,At_Risk,High_Risk
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,2022,2023,High_Risk,High_Risk
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,2023,2024,High_Risk,At_Risk
VNL,Logistics Vinalink,Công nghiệp,2020,2021,Stable,Healthy
VNL,Logistics Vinalink,Công nghiệp,2021,2022,Healthy,Healthy
VNL,Logistics Vinalink,Công nghiệp,2022,2023,Healthy,Healthy
VNL,Vinalink Logistics,Công nghiệp,2023,2024,Healthy,Healthy
VNM,VINAMILK,Hàng Tiêu dùng,2020,2021,Healthy,Healthy
VNM,VINAMILK,Hàng Tiêu dùng,2021,2022,Healthy,Healthy
VNM,VINAMILK,Hàng Tiêu dùng,2022,2023,Healthy,Healthy
VNM,VINAMILK,Hàng Tiêu dùng,2023,2024,Healthy,Healthy
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,2020,2021,At_Risk,At_Risk
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,2021,2022,At_Risk,Stable
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,2022,2023,Stable,Stable
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,2023,2024,Stable,High_Risk
VOS,Vận tải Biển Việt Nam,Công nghiệp,2020,2021,High_Risk,At_Risk
VOS,Vận tải Biển Việt Nam,Công nghiệp,2021,2022,At_Risk,Healthy
VOS,Vận tải Biển Việt Nam,Công nghiệp,2022,2023,Healthy,Stable
VOS,Vận tải Biển Việt Nam,Công nghiệp,2023,2024,Stable,Healthy
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,2020,2021,At_Risk,At_Risk
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,2021,2022,At_Risk,Stable
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,2022,2023,Stable,Stable
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,2023,2024,Stable,Stable
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,2020,2021,Stable,Stable
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,2021,2022,Stable,Healthy
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,2022,2023,Healthy,At_Risk
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,2023,2024,At_Risk,At_Risk
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,2020,2021,At_Risk,High_Risk
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,2023,2024,High_Risk,Stable
VSC,VICONSHIP,Công nghiệp,2020,2021,Healthy,Healthy
VSC,VICONSHIP,Công nghiệp,2021,2022,Healthy,Stable
VSC,VICONSHIP,Công nghiệp,2022,2023,Stable,At_Risk
VSC,VICONSHIP,Công nghiệp,2023,2024,At_Risk,Stable
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,2020,2021,High_Risk,High_Risk
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,2021,2022,High_Risk,Stable
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,2022,2023,Stable,Stable
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,2023,2024,Stable,Stable
VSI,Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,2020,2021,High_Risk,At_Risk
VSI,Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,2021,2022,At_Risk,High_Risk
VTB,Viettronics Tân Bình,Công nghiệp,2020,2021,Healthy,Stable
VTB,Viettronics Tân Bình,Công nghiệp,2021,2022,Stable,Healthy
VTB,Viettronics Tân Bình,Công nghiệp,2022,2023,Healthy,At_Risk
VTB,Viettronics Tân Bình,Công nghiệp,2023,2024,At_Risk,Stable
VTO,VITACO,Công nghiệp,2020,2021,At_Risk,Stable
VTO,VITACO,Công nghiệp,2021,2022,Stable,At_Risk
VTO,VITACO,Công nghiệp,2022,2023,At_Risk,At_Risk
VTO,VITACO,Công nghiệp,2023,2024,At_Risk,Healthy
VTP,Bưu chính Viettel,Công nghiệp,2023,2024,Stable,Stable
YBM,Khoáng sản CN Yên Bái,Nguyên vật liệu,2020,2021,High_Risk,High_Risk
YBM,Khoáng sản CN Yên Bái,Nguyên vật liệu,2021,2022,High_Risk,At_Risk
YBM,Khoáng sản CN Yên Bái,Nguyên vật liệu,2022,2023,At_Risk,High_Risk
YBM,Khoáng sản CN Yên Bái,Nguyên vật liệu,2023,2024,High_Risk,At_Risk
YEG,Tập đoàn Yeah1,Dịch vụ Tiêu dùng,2020,2021,At_Risk,Healthy
YEG,Tập đoàn Yeah1,Dịch vụ Tiêu dùng,2021,2022,Healthy,At_Risk
YEG,Tập đoàn Yeah1,Dịch vụ Tiêu dùng,2022,2023,At_Risk,At_Risk
YEG,Tập đoàn Yeah1,Dịch vụ Tiêu dùng,2023,2024,At_Risk,At_Risk
