Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Selected_Size_Indicator,Size_Label
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2023,ln_Revenue,Medium
TV2,Tư vấn XD Điện 2,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2024,ln_Revenue,Medium
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,ln_Total_Assets,Medium
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,ln_Total_Assets,Small
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,ln_Total_Assets,Medium
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,ln_Total_Assets,Small
TVT,May Việt Thắng,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,ln_Total_Assets,Small
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2020,ln_Revenue,Large
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2021,ln_Revenue,Large
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2022,ln_Revenue,Large
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2023,ln_Revenue,Medium
TYA,Dây và Cáp điện Taya,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2024,ln_Revenue,Medium
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
UIC,Phát triển Nhà và Đô thị IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
UIC,Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Small
UIC,Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Small
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Small
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Small
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Small
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Small
VAF,Phân lân Văn Điển,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Medium
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Small
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Small
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Small
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Small
VCA,Thép VICASA - VNSTEEL,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Small
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2020,ln_Total_Assets,Medium
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2021,ln_Total_Assets,Medium
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2022,ln_Total_Assets,Medium
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2023,ln_Total_Assets,Medium
VCF,VinaCafé Biên Hòa,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,2024,ln_Total_Assets,Medium
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
VCG,VINACONEX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,ln_Total_Assets,Small
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,ln_Total_Assets,Small
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,ln_Total_Assets,Small
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,ln_Total_Assets,Small
VDP,Dược phẩm VIDIPHA,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,ln_Total_Assets,Small
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Medium
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Medium
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Medium
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Medium
VFG,Khử trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Medium
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Large
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Large
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Large
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Large
VGC,Tổng Công ty Viglacera,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Large
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Large
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Large
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Large
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,ln_Total_Assets,Large
VHC,Thủy sản Vĩnh Hoàn,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,ln_Total_Assets,Large
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,ln_Total_Assets,Small
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,ln_Total_Assets,Medium
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,ln_Total_Assets,Medium
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,ln_Total_Assets,Medium
VID,Viễn Đông,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,ln_Total_Assets,Medium
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Small
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Medium
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Medium
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Medium
VIP,Vận tải Xăng dầu VIPCO,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Small
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2020,ln_Total_Assets,Large
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2021,ln_Total_Assets,Large
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2022,ln_Total_Assets,Large
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2023,ln_Total_Assets,Large
VJC,Vietjet Air,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ hàng không,2024,ln_Total_Assets,Large
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2020,ln_Total_Assets,Large
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2021,ln_Total_Assets,Large
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2022,ln_Total_Assets,Large
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2023,ln_Total_Assets,Medium
VMD,Y Dược phẩm Vimedimex,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,2024,ln_Total_Assets,Medium
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Medium
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Medium
VNE,Xây dựng điện Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Medium
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2020,ln_Total_Assets,Large
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2021,ln_Total_Assets,Large
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2022,ln_Total_Assets,Large
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2023,ln_Total_Assets,Large
VNG,DL Thành Thành Công,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Khách sạn,2024,ln_Total_Assets,Large
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2020,ln_Revenue,Medium
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2021,ln_Revenue,Medium
VNL,Logistics Vinalink,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2022,ln_Revenue,Medium
VNL,Vinalink Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2023,ln_Revenue,Medium
VNL,Vinalink Logistics,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2024,ln_Revenue,Medium
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,ln_Total_Assets,Large
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,ln_Total_Assets,Large
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,ln_Total_Assets,Large
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,ln_Total_Assets,Large
VNM,VINAMILK,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,ln_Total_Assets,Large
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2020,ln_Total_Assets,Large
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2021,ln_Total_Assets,Medium
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2022,ln_Total_Assets,Large
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2023,ln_Total_Assets,Medium
VNS,Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,2024,ln_Total_Assets,Medium
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Medium
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Medium
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Large
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Large
VOS,Vận tải Biển Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Large
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Medium
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Medium
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Medium
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Medium
VPD,Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Medium
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2020,ln_Total_Assets,Medium
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2021,ln_Total_Assets,Medium
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2022,ln_Total_Assets,Large
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2023,ln_Total_Assets,Large
VPG,Đầu tư TMại XNK Việt Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,2024,ln_Total_Assets,Large
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,ln_Total_Assets,Small
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,ln_Total_Assets,Small
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,ln_Total_Assets,Small
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,ln_Total_Assets,Small
VPS,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,ln_Total_Assets,Small
VSC,VICONSHIP,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Large
VSC,VICONSHIP,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Large
VSC,VICONSHIP,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Large
VSC,VICONSHIP,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Large
VSC,VICONSHIP,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Large
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,ln_Total_Assets,Large
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,ln_Total_Assets,Large
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,ln_Total_Assets,Large
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Large
VSH,Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Large
VSI,Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
VSI,Đầu tư và Xây dựng Cấp thoát nước,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
