Mã,Tên công ty,Sàn,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Current_Ratio,Quick_Ratio,Cash_Ratio,Debt_Equity,Net_Leverage,Asset_Turnover,Fixed_Asset_Turnover,Inventory_Turnover,Receivables_Turnover,ln_Total_Assets,ln_Revenue,ROA,ROE,ROS
DRH,DRH Holdings,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2021,0.9388701856229354,0.4384388092312577,0.026426748702174145,2.173327815759388,-45.458006315691875,0.02751277509296902,154.6897078253066,-0.1280375831345614,0.09775322851414976,7.910426194032179,4.330206646396927,0.0048607752356687435,0.015424833261502019,0.1766733896978255
DRH,DRH Holdings,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2022,1.116747460359806,0.6299282526473451,0.07161561226073065,1.3820042099613308,-23.269942648065694,0.01565642321646198,83.27533715931656,-0.23165758208532244,0.04841388088601442,8.255439552818398,4.114770152985259,0.00017963544554907543,0.000427892387556177,0.01147359413229181
DRH,DRH Holdings,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2023,1.148227532500091,0.6638348894313758,0.04265779407467797,1.6227836740166681,-10.936925878566553,0.0022213768645839038,20.29891742611889,-0.19818958548744572,0.005797322615071844,8.284413091535848,2.2821856013157538,-0.026208808278031244,-0.06874003446705325,-11.798451985291804
DRH,DRH Holdings,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2024,1.0895483309236462,0.6001151199661873,0.00621423270793479,1.968247197023999,-7.746938890398112,0.0006826035682784338,8.512971261078318,-0.23663699765423454,0.0017428726819834733,8.268195993515976,1.2974754997960003,-0.05063593052263108,-0.15029995884250166,-74.18058280934257
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,9.49842435682876,9.401992817806347,6.016621256422494,0.08287904018785495,-1.04262238640639,0.6565925499908997,2.544667546014916,,6.41529323036657,4.999671991992971,4.582499373065415,0.4003927969147895,0.43357696762121806,0.6098040511125795
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,7.688990188587501,7.623252132481364,0.9059173319233469,0.10079524869654917,0.023376617138935313,0.7101733688057695,2.4452907352415183,0.41492116347228847,5.518681648642411,4.910186655528116,4.570944184197956,0.4178255280390174,0.4599403560494772,0.588342996783496
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,5.325892243759004,5.269512992037478,0.6499264812566296,0.14942649196352295,0.1307187978950777,0.8507625151877686,2.870748612502172,0.011162094019941577,7.530390015884875,4.900175166462953,4.739858081558953,0.46486665928700666,0.5343300534150663,0.5464117788316141
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,5.640033996235426,5.57722717134854,0.13451977514086694,0.14515894173116012,0.3393218992378135,0.7846841414646062,2.8372303905564324,-0.11601097898444775,3.700228420584676,4.907883002248745,4.667434224553273,0.4319199629022682,0.49461700762972344,0.5504379916434826
DRL,Thủy điện - Điện lực 3,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,6.382193109498084,6.296028813043323,0.30728243405022265,0.12292390996155504,0.2894786445946865,0.718061793899966,2.478501227947855,0.0816705467368513,6.622461895011218,4.853634484648871,4.525492720708764,0.350988087351279,0.3941329153984261,0.4887992793001539
DSC,Chứng khoán DSC,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,2023,2.1629997375810524,0.2658601767967176,0.033460354589401706,0.8455811429497563,-241.39574589915657,0.10635078727514569,27.9450674404392,,0.999409089461507,8.324493542496743,6.085516855648854,0.029087320021408982,0.05368300933045731,0.2735035702759365
DSC,Chứng khoán DSC,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,2024,1.6988150020475865,0.16131237687126676,0.1417439137458506,1.4118323309975886,44.83142690213345,0.08685843150898503,36.223337810052755,,7.58787767818977,8.664455651463504,6.222792980528004,0.030526760325604908,0.07362542751390838,0.3514541973101032
DSE,Chứng Khoán DNSE,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,2023,1.5989041485853877,0.25581703565202474,0.12244871208301587,1.2527336099732622,21.837183321532844,0.09595858376215151,8.433793111708967,,1.2983251035028378,8.915574964517829,6.573000649587928,0.030752395055180095,0.06927695392797975,0.3204757078470933
DSE,Chứng Khoán DNSE,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,2024,1.2424395350331041,0.20867933552987178,0.1661992958799202,1.6396475337819494,41.25075088619799,0.07590418659534061,8.392212742038154,,2.8897140386360083,9.272211474802589,6.695071792009409,0.01708811857338287,0.045106610049203605,0.22512748426490384
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,2020,15.784813474762696,15.653894186635734,2.8658547116472697,0.08786923745206994,-0.557416818235986,0.3758098602991872,11.879581294352091,,10.195615847451027,5.417085944384811,4.445761526241599,0.1819822721918387,0.1979729156791306,0.4842402805689031
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,2021,10.722840234251427,10.585914215371066,4.203033937637422,0.0970203527052497,-2.5921266146966944,0.125763272576019,8.23242966762318,-0.07279985916099208,6.037721770263365,5.306826398639868,3.267354669992411,0.12078741262045599,0.13250624999524716,0.960434713142859
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,2022,8.26450161847104,8.183065158154532,2.84497465504444,0.12973597395771186,-0.71405003966895,0.8194436943766333,26.097947350020636,-2.056841082650322,33.637748632193166,5.650156288327938,5.451801326654231,0.38024933235391983,0.4295813498336253,0.4640335082975809
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,2023,11.398069436552722,11.30122751349508,1.3496662757530793,0.09347092859920288,-0.10636250945507264,0.7183500439133943,16.16181202458171,-1.4503979322528613,19.55045881677062,5.850786877114991,5.521116198501354,0.3246890354869293,0.35503802113987215,0.45199278295871376
DSN,Công viên nước Đầm Sen,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,2024,6.138023109104849,6.083137056407836,1.2605219499741227,0.18311009622942787,-0.18672412959054252,0.5816698590660203,10.103420215448766,-0.03813173769045805,29.04603074698255,5.92734833456958,5.3874112804029215,0.2474684945377314,0.292782474386287,0.4254449335488834
DTA,BĐS Đệ Tam,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2020,0.8581440693637243,0.7735588222949235,0.3649503535059003,1.90817647932359,-38.034584534650804,0.08064554711919436,2.7738008823685116,,0.8348568794271274,6.2841744292115225,3.7875274294350585,-0.0071277098605311996,-0.020728638167839663,-0.08838317942088511
DTA,BĐS Đệ Tam,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2021,0.9036610272846449,0.5654515009404889,0.16143577663154343,2.448716629684196,117.50982274176312,0.16272671561380533,4.906341789931542,-1.0449120659328224,1.8430159412228075,6.507043819008715,4.6990126989142755,0.014903747291024243,0.05139880112716609,0.0915875874149324
DTA,BĐS Đệ Tam,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2022,0.6352764502272688,0.1886626497603874,0.02540971042393844,2.7124781669972773,214.52875367409254,0.17277716585209707,6.142072835286766,-0.511617178556468,3.0354138298392006,6.620089457795637,4.870700227368608,0.010767178884810866,0.03997291653001443,0.062318297859034935
DTA,BĐS Đệ Tam,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2023,0.4557407347919602,0.12259611459091564,0.01847589474856604,2.49404678142617,-62.392631526961814,0.1409749604296083,5.007755997675263,0.1342598061827161,2.5412116197598613,6.565116538070586,4.614490527964685,0.0018799989311290319,0.006568804214396033,0.0133356939799799
DTA,BĐS Đệ Tam,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2024,0.687019832066214,0.1260440439432396,0.0069754620097266205,2.099807752876304,-47.11293319178716,0.22227137763919733,7.48243730556607,-0.33999581410449486,4.017510224849722,6.454123646937639,4.955759811100829,0.0028028449048107524,0.008688280366042217,0.012610012744693014
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,1.2186359866817493,0.14903370299702404,0.003422259602473907,1.4034069830022504,21.26600795189803,0.8160053370926587,4.274336485688856,,9.888755568651856,7.795664184575159,7.592422586169099,0.008750433016222145,0.021030851815481748,0.010723499735184355
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,1.4457372624541143,0.20850348141823524,0.006856187456100247,0.7732325274661348,9.24280185671398,0.7315722602693235,3.025598443839014,0.4402604289764477,8.338624865871763,7.543471889748179,7.231106895255839,0.029739567888239216,0.05273516913221313,0.04065157948620248
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,1.260227795076674,0.3665903285588985,0.002914498860131234,1.5981810619027637,-12.462888106578532,0.6807831047065884,4.655614353853267,-0.2484215250345752,3.318734887767024,7.770480522440057,7.386166863274709,-0.06444715610302361,-0.16744538048036706,-0.09466620963045165
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,1.2396735880219458,0.33694485282348974,0.021057700524258566,1.7443383831274402,-5.51157655894942,0.9511723878424055,6.481815179810441,0.013928460312814264,5.004091888535514,7.637140091560118,7.587104882070484,-0.07532569423892588,-0.20671919393560576,-0.07919247362698481
DTL,Đại Thiên Lộc,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,1.197873404364007,0.3360770323362194,0.003246051823959003,1.8673720266024958,-151.921095173686,0.9241105930991904,6.363995534137969,-0.05086596119244508,4.597439154087962,7.6836108054989465,7.604725081144087,0.0009551150722149086,0.0027386702402554517,0.0010335506154211893
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,2.0948954770085555,1.423092307727753,0.9928669521703013,0.3540881306449126,0.14780950044372623,0.9346064030842276,2.0956697065381267,,8.40423044919615,5.132345241551266,5.065128365548944,0.05172260915202273,0.0700369711387399,0.05534159511569432
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,2.522339963129317,1.3166262928375239,0.6148523215482167,0.2537310693698668,13.303149532257041,1.030415265308202,2.117936374317064,-0.2456346268260835,7.37662802076341,5.031208934647403,5.0609780312193635,0.02277226205003282,0.02855029245195848,0.022100082186982672
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,2.403677722046738,1.494156757349135,0.898134645808598,0.2898764343728422,0.7686681071170774,1.1212584647048383,2.506522311707582,0.06537379575600395,8.485847086743712,5.122420590926288,5.236227352371921,0.05528172922842239,0.07130659978312238,0.04930328819678059
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,2.2005528829552228,1.328804024900557,0.6841931358226929,0.3158709440835046,3.000508245782618,0.9980573868038564,2.2092212774978774,-0.10782288758405113,6.530466330779108,5.150276599397953,5.148343381624342,0.04959371603955294,0.06525892994557576,0.049690244965141836
DTT,Kỹ nghệ Đô Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,2.1046627441875234,1.3249534569914532,0.7948919922798056,0.35107284319011745,1.5905622276266524,1.086958933286343,2.4605270458230812,-0.1157153508132339,7.97738348202374,5.2072709736617995,5.2902165661047444,0.06396865714076544,0.08642631547822778,0.05885103400122097
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,9.19511003871739,9.094224610001824,0.16191584521758462,0.08790289016186936,0.5110019120198424,0.3711571984068882,2.691855695334249,,7.233494530079187,7.242178799960023,6.252261153689775,0.1702417861204301,0.18520653114673472,0.4586783897797377
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,9.254221509884758,9.143361556124601,0.2594829641089343,0.09209447052451775,0.43559143584452537,0.4058811600808333,3.6979570365383125,-0.05967333227935942,6.129266364070269,7.31348357456144,6.4127638210309605,0.1848257667492297,0.20184719787728805,0.4553691694199867
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,10.58766850978514,10.454206922174286,0.3259294516488914,0.08315187113669634,0.3496000564805324,0.39051689183437094,5.023602255516037,-0.10266675521598582,5.241149252948092,7.3124327339850215,6.37318943083324,0.18919532833000965,0.20492727389097157,0.48447412208292556
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,4.800291761424257,4.718150766825444,0.056306810256573116,0.18877957376886675,0.932428400590853,0.3357501864623512,2.2987206005613645,0.015322844184548086,8.324529416304973,7.4004837338569915,6.310303836340343,0.2021542725488253,0.24031686995614787,0.6020972755930056
DVP,ĐT và PT Cảng Đình Vũ,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,8.59949955329629,8.49892280673294,0.18161959014182297,0.10088513265650872,0.45628550761171904,0.42359888927063344,3.181951845519603,-0.31705313111762495,6.783592544270976,7.40254260038135,6.54440360314588,0.205121526243508,0.22581523862928984,0.48423527879568573
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2020,1.9114214315997182,0.8914652960153064,0.1724695772640677,1.5661964555103303,-19.843692419543707,0.12400155229068371,8.140535391615288,,0.40074010665639836,10.056742104326926,7.969583895524038,-0.007467137511339324,-0.019162141814407202,-0.06021809705926023
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2021,1.9050743337121656,1.042458321886721,0.20651234721950734,1.1114309714723347,44.034788613757314,0.35709502850048985,23.65109240438683,-0.13616522483664364,0.9345505677941487,10.249027872932782,9.219338243229027,0.056454054594367815,0.11919883933573824,0.15809252464653223
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2022,2.2334502323965784,1.0646809486865503,0.0749880778174429,1.152702418292245,-199.138567965801,0.18178080504111652,13.993729627276608,-0.2361710210075467,0.4613271606503826,10.319617799506185,8.614812548869919,0.017602075779599255,0.03789203109770667,0.09683132262296829
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2023,2.2577653062299325,1.0153458543489469,0.02376301230486973,1.0291621535355904,-23.57619696435773,0.12939515389181575,10.007363602503535,-0.04960413444711057,0.32609228090670184,10.267694489565544,8.223043836259889,0.005219125190166364,0.010590451310449828,0.04033478096505803
DXG,Địa ốc Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,2024,2.520991365871958,1.1917821180974568,0.12070672355276608,0.9165140933389383,-69.98761320022645,0.16244662335019686,12.801266752476938,0.017023443456295025,0.4300685427080999,10.27979546603647,8.462566594584464,0.015589325463305654,0.02987716195607286,0.0959658326027419
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",2020,2.0620779060506353,1.7015805848101524,0.224584433709825,0.9000514602828174,5.07210789786912,0.29285266797133436,22.455401397324515,,0.4373996183612347,9.314343682743964,8.086475639868706,0.10234648583154875,0.1944635898590489,0.34948114538456876
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",2021,2.01079563113522,1.7118092250169912,0.22630051922262623,0.951151202954092,11.135959922985307,0.2857710655232388,22.243772235980533,-0.18441622833393087,0.40991660895043025,9.625677341046886,8.373278052075946,0.0576626152031811,0.11250848101916572,0.20177905379469568
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",2022,2.1324326812985754,1.540228685346018,0.06701355908255398,1.003921772845637,23.979498256675765,0.24673086531271735,20.06880203450342,-0.5613808667935882,0.38438819208433855,9.717354290106025,8.318081002181046,0.031919770341954576,0.0639647227724752,0.12937080369534668
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",2023,2.1568917490295423,1.5220341779964444,0.030576850393569457,0.9075930210939215,-22.652847797853486,0.12922228632579238,10.023579076394476,-0.015471694003859058,0.20020122677922605,9.645889706169777,7.600104329895335,-0.010368161230695911,-0.019778232005252083,-0.08023508580057105
DXS,Dịch vụ BĐS Đất Xanh,HOSE,Tài chính,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",2024,2.269288756839051,1.5430282149949404,0.0657040028844191,0.8223610807660605,51.19331258269587,0.15666476085499095,11.710323459936962,-0.0901438985855484,0.25605108859175607,9.626721919669231,7.773429793048233,0.01665458224519706,0.030350662500064563,0.10630713731859942
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,5.468172178845284,3.681824321418639,0.3322536783591753,0.19781207405901816,4.0304520726008155,1.4076270134311193,15.52344972585151,,3.230687913743907,4.890062821691078,5.2297878131162685,0.000809329794474484,0.0009694249997172407,0.0005749604026863099
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,6.25141158163648,4.668276903262625,0.5216180989561808,0.17167062037683722,12.937835882157122,1.4960765486137984,19.048114957821607,0.2915065263821428,3.066312561966606,4.871697571835359,5.272000330250093,0.0030332443470751746,0.003553963285892104,0.0020274660075954346
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,4.823455931886608,3.7004860614642,0.30532860590323996,0.2386550647622329,11.38630764469259,1.6264820114889977,24.852996452131574,0.027941359791077782,3.005479324110124,4.928629185186916,5.412257406015889,0.0014222041742257012,0.0017616204035306538,0.0008744051051162343
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,4.274733195810447,2.9740722148553353,0.3650401483774111,0.27906806339750273,-2.5887254201036534,1.2948201069617136,20.985924336691237,-0.20281234049112648,2.274644518370348,4.882875133633649,5.1395206037028025,-0.06359311193652294,-0.08133991853006901,-0.04911347267053471
DXV,Vật liệu Xây dựng Đà Nẵng,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,4.15805200836658,3.1971745149278363,0.5076007417623101,0.28643714405277015,-3.0980816229023302,1.4271969324727232,21.11656928646753,0.39689322183316383,2.573071354947764,4.831966111846627,5.1852897178785575,-0.04563876337557955,-0.05871140041498072,-0.03197790181380719
EIB,Eximbank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2020,,,,8.538646950650703,176.74350428801904,0.0,0.0,,,11.985651491377704,0.0,0.00667048848021653,0.06362743460116804,
EIB,Eximbank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2021,,,,8.324310027355779,201.30772601018452,0.0,0.0,,,12.018736512739752,0.0,0.0058217776019532435,0.054284059270927915,
EIB,Eximbank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2022,,,,8.035984111250544,74.43523618998569,0.0,0.0,,,12.128419440303741,0.0,0.0159181609251999,0.14383624920043553,
EIB,Eximbank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2023,,,,7.973795677157304,109.7215212980233,0.0,0.0,,,12.213136810460027,0.0,0.010749344760580714,0.09646242354477272,
EIB,Eximbank,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,2024,,,,8.552735789842995,86.22967348168966,0.0,0.0,,,12.38743121379948,0.0,0.013875096273274906,0.13254512875723035,
ELC,ELCOM,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2020,1.896852632164386,1.5295654016818092,0.48009787131570064,0.7557378129742153,11.650710352363017,0.5354798612841148,11.983254148995288,,1.247221442602355,7.3126588988165935,6.688645381738636,0.0208251348641211,0.03656347674122506,0.038890603307062
ELC,ELCOM,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2021,3.2778105144346767,2.755065282641146,0.5771403933240657,0.3189144619974841,2.685185681151086,0.575497246627648,60.98182272072823,0.6371519914706693,1.1847082196642438,7.044317637281267,6.492440066203173,0.04392543193495766,0.05793388742850179,0.07632605054560376
ELC,ELCOM,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2022,3.6587598612119145,3.080595141184305,0.32468773181153116,0.25611886676272677,-41.34026287893812,0.7540411384811843,12.401640104643855,-0.19177664139825432,1.6132491911175504,7.043924498175456,6.761900767784286,0.032643412966987334,0.041004006903359834,0.04329128916326611
ELC,ELCOM,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2023,2.076916483940038,1.8820996383238309,0.31851543668280147,0.5806128594003218,6.397961792016943,0.5381813588268846,10.89464723921422,0.05745172818212758,1.2108618799636004,7.507752680724186,6.888663834240723,0.04630178725396177,0.07318520034682988,0.08603379974900906
ELC,ELCOM,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,2024,1.8186909815472676,1.6948865250052758,0.4554378287001103,0.5927848866237142,4.686851887342992,0.40171166645956624,7.952738279171028,0.23550055176323412,1.2089670865822226,7.597315855705166,6.686042230736605,0.05078123622947001,0.08088358559036844,0.12641215197214425
EVE,Everpia,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,7.098730064030286,4.847614018428334,0.33575831628993447,0.4328011286127443,6.066386491271419,0.6321783431962811,4.148772012503904,,5.527233227741154,7.210842886040803,6.752688760724696,0.031083446277353835,0.04453639690736618,0.04916879328734444
EVE,Everpia,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,3.551041430915986,2.246906940349537,0.1918263630746579,0.3160744822218536,4.001932918015152,0.6825235409459208,4.568393193719127,-0.11027908726741957,4.664835716522202,7.146570184832624,6.764978192023151,0.047070721226736084,0.061948575066285906,0.06896571092844649
EVE,Everpia,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,3.3817362038398633,2.1922192514352057,0.17557072088916734,0.4172377718044887,3.846011918790704,0.7010721218112403,6.170331037128722,-0.1574991337978287,4.3882702748343,7.284611958055316,6.929759909684396,0.0630395499811988,0.08934203135091189,0.08991878013682
EVE,Everpia,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,3.2967132767203595,1.9101018576043767,0.1748464845728094,0.35590996284221094,10.464718462907639,0.5803309208246781,2.234331719314738,0.07103986406318515,4.317126392655936,7.212936643729235,6.669312674381421,0.013748927213290801,0.018642307386893393,0.023691529642695785
EVE,Everpia,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,3.121304344492204,1.9879092017282256,0.08320932373645576,0.35636648835898205,-22.907121450109063,0.5767475882788952,2.3423253962325514,0.1937460505047313,4.819628371278516,7.159455081652238,6.609674916089766,-0.023687327142379304,-0.032128696734719416,-0.041070526559228424
EVF,Tài chính Điện lực,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,2020,,,,6.857554996951623,146.91598382213704,0.0,0.0,,,10.268335263248174,0.0,0.007929520863000602,0.06230664628050252,
EVF,Tài chính Điện lực,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,2021,,,,7.129038953919876,113.80879193985346,0.0,0.0,,,10.385557619872264,0.0,0.0102067574600235,0.08297112898574334,
EVF,Tài chính Điện lực,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,2022,,,,8.734058195004476,137.06144199719074,0.0,0.0,,,10.65014993097684,0.0,0.008668365439140947,0.0843783736401635,
EVF,Tài chính Điện lực,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,2023,,,,4.820702706576391,164.73308655046856,0.0,0.0,,,10.804098618416198,0.0,0.006671504561729799,0.03883284465939738,
EVF,Tài chính Điện lực,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,2024,,,,5.616777733516831,121.05921219518032,0.0,0.0,,,10.995403487254501,0.0,0.009409992298303981,0.06226382751198265,
EVG,Tập đoàn Everland,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,2.1810471441620036,1.3073371520469508,0.1033108018757679,0.3848689793940485,17.95936449519438,0.7468801275215506,504.98718005906665,,2.6603205346444625,6.937230690415697,6.645709117124346,0.018839518106362974,0.02609026421223459,0.025224286216959727
EVG,Tập đoàn Everland,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,3.957871648993242,3.333790348885121,0.1967504063769235,0.29653333156446354,22.008402314407906,0.4769239408003363,1645.5863944758275,-0.04294235040999288,0.8844069629225692,7.61650790111306,6.876649395198922,0.011739990532463543,0.015221289037590218,0.024616064592526875
EVG,Tập đoàn Everland,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,19.721264307294927,16.751551530272557,0.46709500353254896,0.02508520156334475,1.8543308990056153,0.4796569709379016,902.3964757633706,0.16480200614363402,1.2102278358879688,7.887858995146773,7.153581941839821,0.009689693054264677,0.009932760957617848,0.020201297263162565
